hole_id;depth_from;depth_to;samp_id;z_1000;z_710;z_500;z_355;z_250;z_180;z_125;z_90;z_63;z_0;afa;ags;theor_spec_surface;fineness_modulus;clay;code_geol;Comment
MHZ_16_05;33;34;PR-016632-069;0.1;0;0.4;10;35.1;38.1;14.4;1.4;0.3;0.3;57;258;99;1.44;1.03;;
MHZ_16_05;34;35;PR-016632-070;0;0;0.3;9.9;35.6;38.7;13.9;1;0.3;0.1;56;258;97;1.45;0.91;;
MHZ_16_06;0;1;PR-016633-036;6.8;1.3;5.2;17.3;29.3;17.6;10.7;5.3;2.7;3.8;62;350;116;1.68;3.27;;
MHZ_16_06;1;2;PR-016633-037;5.5;4;14.4;26.6;28.6;13;4.5;1.7;0.9;0.8;44;425;75;2.05;1.97;;
MHZ_16_06;2;3;PR-016633-038;19.8;5.4;10.6;18.3;20.9;13.2;6.1;2.5;1.4;1.8;44;531;80;2.25;1.78;;
MHZ_16_06;3;4;PR-016633-039;;;;;;;;;;;;;;;;;
MHZ_16_06;4;5;PR-016633-040;0.2;0.3;1.3;10.6;31;30.7;20.6;4.1;0.8;0.3;60;254;105;1.4;0.45;;
MHZ_16_06;5;6;PR-016633-041;0.1;0.1;1.7;12.3;30.4;29.6;22.3;3;0.4;0.2;59;258;103;1.43;0.47;;
MHZ_16_06;6;7;PR-016633-042;0.1;0.2;2.3;15.1;30.6;26.1;21.5;3.5;0.4;0.2;58;267;101;1.47;1.8;;
MHZ_16_06;7;8;PR-016633-043;0.1;0.1;2.1;12.5;27.7;26.4;25.5;4.8;0.6;0.2;61;253;107;1.39;1.11;;
MHZ_16_06;8;9;PR-016633-044;0.1;0.2;1.1;7.9;20.3;28;35;6.5;0.7;0.2;67;226;119;1.24;0.72;;
MHZ_16_06;9;10;PR-016633-045;0.2;0.1;2.2;6;13.3;16.6;28.3;24.7;7.5;1.1;86;194;156;0.91;0.99;;
MHZ_16_06;10;11;PR-016633-046;0;0.3;0.5;4.9;11.2;18.7;28;27.9;7.8;0.6;88;179;159;0.81;0.83;;
MHZ_16_06;11;12;PR-016633-047;0;0;0.6;5.4;14.6;26.8;28.3;17.1;6.5;0.6;80;195;144;0.97;0.42;;
MHZ_16_06;12;13;PR-016633-048;0;0.1;0.8;8;14.6;27.9;33.1;10.6;4.2;0.5;74;209;132;1.09;0.48;;
MHZ_16_06;13;14;PR-016633-049;0.5;0.2;1.6;7.2;18.5;32.3;29.2;7.7;2.2;0.6;69;228;123;1.2;0.48;;
MHZ_16_06;14;15;PR-016633-050;0.1;0;0.6;5.2;21.9;45.9;23.5;2.1;0.4;0.1;62;230;109;1.26;0.57;;
MHZ_16_06;15;16;PR-016633-051;0;0;0.4;4.6;25.8;45.4;22.6;1;0.2;0.1;61;233;107;1.3;0.23;;
MHZ_16_06;16;17;PR-016633-052;0;0.1;0.8;6.9;26.7;45.4;19.1;0.8;0.1;0.1;59;244;103;1.34;0.09;;
MHZ_16_06;17;18;PR-016633-053;0;0;0.4;7;32.1;44.3;15.6;0.5;0.1;0;57;249;99;1.39;0.08;;
MHZ_16_06;18;19;PR-016633-054;0;0;0.1;6.5;31.7;47.1;14.1;0.3;0;0;57;247;98;1.38;0.1;;
MHZ_16_06;19;20;PR-016633-055;0.7;0.8;1;4.9;26.2;45;19.4;1.1;0.3;0.6;60;249;107;1.35;2.31;;
MHZ_16_06;20;21;PR-016633-056;0.3;0.3;0.4;1.9;16.7;53.1;26;0.9;0.1;0.2;63;222;112;1.2;0.82;;
MHZ_16_06;21;22;PR-016633-057;0;0.1;0;2.5;26.8;52.3;17.8;0.4;0;0;59;233;104;1.29;0.35;;
MHZ_16_06;22;23;PR-016633-058;0;0;0;3.6;36.5;48.2;11.5;0.2;0;0;56;247;97;1.4;0.16;;
MHZ_16_06;23;24;PR-016633-059;0;0.1;0.1;3.5;35.2;48.5;12.3;0.2;0;0;56;246;98;1.39;0.39;;
MHZ_16_06;24;25;PR-016633-060;0;0;0.1;7.7;41;41;9.9;0.2;0.1;0.1;54;261;94;1.49;0.61;;
MHZ_16_06;25;26;PR-016633-061;0;0;0.3;12.8;46.8;31.7;7.9;0.3;0.1;0.1;52;279;89;1.6;0.91;;
MHZ_16_06;26;27;PR-016633-062;0;0;0.2;9.2;41.5;37.8;10.7;0.4;0.1;0.1;54;264;94;1.51;0.71;;
MHZ_16_06;27;28;PR-016633-063;0;0;0.4;10;38.2;37.4;13;0.7;0.1;0.1;55;262;95;1.48;1.04;;
MHZ_16_06;28;29;PR-016633-064;0;0.1;0.5;9.1;37;38.4;13.7;0.9;0.1;0.1;56;259;96;1.46;1.12;;
MHZ_16_06;29;30;PR-016633-065;0.1;0.1;0.3;6.2;38.2;39.4;14.3;1.1;0.1;0.1;56;254;98;1.44;0.9;;
MHZ_16_06;30;31;PR-016633-066;0.1;0.1;1.8;9.4;24.5;38;23.5;2.1;0.3;0.2;60;247;106;1.35;1;;
MHZ_16_06;31;32;PR-016633-067;0.1;0;0.2;2.1;9.3;38.8;43.7;4.8;0.5;0.2;71;195;127;1.07;1.11;;
MHZ_16_06;32;33;PR-016633-068;0.1;0.1;0.1;0.9;3.1;26.1;59.4;9;0.8;0.3;78;173;142;0.95;0.92;;
MHZ_16_06;33;34;PR-016633-069;0;0;0.2;0.5;2.9;25.1;61.4;8.9;0.7;0.3;79;170;143;0.94;0.68;;
MHZ_16_06;34;35;PR-016633-070;0.1;0.1;0.1;0.9;2.9;21.7;62.7;10.5;0.8;0.2;80;170;145;0.93;0.73;;
MHZ_16_07;0;1;PR-016634-036;10.2;2.8;6.7;11.4;15;17.5;18.8;10.5;4.6;2.7;67;363;124;1.58;2.95;;
MHZ_16_07;1;2;PR-016634-037;17.6;1.6;3.9;8.2;15.9;18.1;16.7;9.3;4.6;4;67;411;127;1.7;3.96;;
MHZ_16_07;2;3;PR-016634-038;22.5;5;9.9;13.1;14.1;13.1;11.9;6.1;2.6;1.8;50;527;92;2.14;4.27;;
MHZ_16_07;3;4;PR-016634-039;9.3;2.4;5.3;9.2;15;17.2;20.6;12.4;5.6;3.2;72;336;135;1.46;4.4;;
MHZ_16_07;4;5;PR-016634-040;;;;;;;;;;;;;;;;;
MHZ_16_07;5;6;PR-016634-041;;;;;;;;;;;;;;;;;
MHZ_16_07;6;7;PR-016634-042;;;;;;;;;;;;;;;;;
MHZ_16_07;7;8;PR-016634-043;;;;;;;;;;;;;;;;;
MHZ_16_07;8;9;PR-016634-044;4.1;0.6;2.7;11.4;22.2;24;25.1;8;1.5;0.5;63;286;112;1.43;0.92;;
MHZ_16_07;9;10;PR-016634-045;1.1;0.5;1.6;5.2;11.3;16.1;30.5;23.1;8.6;2;89;197;163;0.9;1.23;;
MHZ_16_07;10;11;PR-016634-046;0;0;0.9;3.1;7.7;16.4;27.8;35.7;7.9;0.5;94;164;168;0.69;1.08;;
MHZ_16_07;11;12;PR-016634-047;0.1;0.2;1.9;5.9;11.3;16.8;23.4;29.7;9.8;0.8;90;185;162;0.81;1.05;;
MHZ_16_07;12;13;PR-016634-048;0;0;0.2;2.4;7.8;18.2;29.4;28.9;11.4;1.7;97;159;177;0.69;1.81;;
MHZ_16_07;13;14;PR-016634-049;0;0.1;0.7;8.3;13.9;26.2;29.1;15.4;6;0.3;77;205;138;1.02;0.72;;
MHZ_16_07;14;15;PR-016634-050;0;0;0.3;4.4;22.5;40.8;24;5.8;2.1;0.2;66;221;118;1.19;0.49;;
MHZ_16_07;15;16;PR-016634-051;0.6;0.2;0.7;5;22.1;37.6;24.6;6.1;2.5;0.6;67;228;120;1.22;0.28;;
MHZ_16_07;16;17;PR-016634-052;0.2;0.1;0.7;4.1;20.1;41.7;27;4.3;1.4;0.3;66;222;117;1.2;0.29;;
MHZ_16_07;17;18;PR-016634-053;0.2;0.1;0.7;6.4;30.2;39.3;18.6;3.1;1.1;0.3;61;243;107;1.34;0.15;;
MHZ_16_07;18;19;PR-016634-054;0;0;0.5;8.5;38.5;37.8;13.4;0.9;0.3;0.1;56;259;97;1.47;0.44;;
MHZ_16_07;19;20;PR-016634-055;0;0;0.2;5.6;28.5;44.5;19.6;1.1;0.3;0.1;59;238;104;1.33;0.85;;
MHZ_16_07;20;21;PR-016634-056;0;0;0;1.8;19.6;53.2;24.3;0.8;0.2;0.1;63;219;111;1.2;0.57;;
MHZ_16_07;21;22;PR-016634-057;0;0;0;1.2;17.3;53.9;26.7;0.6;0.1;0.1;63;215;112;1.18;0.36;;
MHZ_16_07;22;23;PR-016634-058;0;0;0;1;15.3;55.5;27.5;0.5;0.1;0.1;64;212;113;1.16;0.25;;
MHZ_16_07;23;24;PR-016634-059;0;0;0;0.2;6.2;50.6;41.9;0.7;0.1;0.1;68;193;123;1.05;0.44;;
MHZ_16_07;24;25;PR-016634-060;0;0;0;0.5;11.3;55.6;31.9;0.5;0.1;0.1;65;205;117;1.11;0.21;;
MHZ_16_07;25;26;PR-016634-061;0;0;0;2;26.7;51.2;19.6;0.3;0.1;0.1;60;230;106;1.28;0.44;;
MHZ_16_07;26;27;PR-016634-062;0;0;0.1;7.1;41.8;38.5;12;0.3;0.1;0.1;55;259;95;1.49;0.78;;
MHZ_16_07;27;28;PR-016634-063;0;0;0.2;6.7;37.6;41.7;13.1;0.4;0.1;0.1;56;254;97;1.44;0.89;;
MHZ_16_07;28;29;PR-016634-064;0;0;0.2;8.7;39.1;38.2;12.7;0.6;0.2;0.2;55;259;96;1.47;1.12;;
MHZ_16_07;29;30;PR-016634-065;0;0;0.4;10.7;41.4;35.8;10.7;0.5;0.2;0.3;54;267;94;1.52;1.75;;
MHZ_16_07;30;31;PR-016634-066;0;0;0.3;10.3;35.2;35.9;15.8;1.6;0.5;0.5;58;256;102;1.43;2.42;;
MHZ_16_07;31;32;PR-016634-067;0;0;0.3;8.6;36.5;36.5;15.1;1.7;0.6;0.7;59;253;103;1.43;1.55;;
MHZ_16_07;32;33;PR-016634-068;0.2;0;0.5;8.8;32.9;35.1;19.3;2.4;0.4;0.4;59;250;104;1.4;2.12;;
MHZ_16_07;33;34;PR-016634-069;0.1;0.4;1;8.2;24.6;31.4;29.5;4;0.5;0.3;63;237;112;1.31;0.84;;
MHZ_16_07;34;35;PR-016634-070;0;0;0.1;2.6;12.4;30.8;48.7;4.6;0.5;0.3;72;195;129;1.1;1.45;;
MHZ_16_08;0;1;PR-016635-036;3.2;2.9;13;25.8;28.9;15.3;7;2.2;0.9;0.9;47;386;82;1.92;2.6;;
MHZ_16_08;1;2;PR-016635-037;24.5;7.8;14.8;19.6;16.3;8.4;4.7;2;1;0.7;36;612;63;2.51;1.11;;
MHZ_16_08;2;3;PR-016635-038;2.8;1.9;5.4;15.9;22.1;21.1;21.5;6.7;1.6;0.9;60;304;107;1.52;1.5;;
MHZ_16_08;3;4;PR-016635-039;1.9;0.7;3.3;10.1;16;17.3;26.9;16.9;5.6;1.2;76;241;138;1.16;1.08;;
MHZ_16_08;4;5;PR-016635-040;0.2;0.3;0.8;3.9;8.8;13.8;28;32.8;10.2;1.3;96;169;174;0.71;1.47;;
MHZ_16_08;5;6;PR-016635-041;0.1;0.1;0.9;4.2;11.7;17.2;24.1;26.5;12.9;2.1;95;174;174;0.77;0.86;;
MHZ_16_08;6;7;PR-016635-042;0;0;0.4;3.3;11.1;25.2;30.6;20.2;8.5;0.7;86;179;155;0.86;0.87;;
MHZ_16_08;7;8;PR-016635-043;0;0;0.5;5.7;14.6;29.9;31;12.1;5.3;0.7;77;200;138;1.03;1.17;;
MHZ_16_08;8;9;PR-016635-044;0;0;0.4;4.5;26.4;43.1;18.8;4.4;2;0.3;64;229;113;1.25;0.47;;
MHZ_16_08;9;10;PR-016635-045;0.5;0.4;0.8;6.2;28.8;42.7;17.2;2.2;0.8;0.3;60;249;105;1.36;0.31;;
MHZ_16_08;10;11;PR-016635-046;0;0.2;1.1;7.2;26;45.4;18.9;0.9;0.2;0.1;59;245;103;1.35;0.57;;
MHZ_16_08;11;12;PR-016635-047;0.2;0;0.4;3.4;22.3;48.1;23.7;1.5;0.2;0.1;62;228;109;1.25;0.18;;
MHZ_16_08;12;13;PR-016635-048;0;0;0.3;1;14.7;57.2;25.7;0.9;0.1;0.1;64;214;113;1.15;0.14;;
MHZ_16_08;13;14;PR-016635-049;0;0;0.1;0.8;14.9;58.2;25.2;0.6;0.1;0.1;63;213;113;1.15;0.11;;
MHZ_16_08;14;15;PR-016635-050;0.2;0;0.1;1.8;21.9;51.4;23.1;1.3;0.1;0.1;62;224;110;1.23;0.11;;
MHZ_16_08;15;16;PR-016635-051;0;0;0;0.8;18.2;59.5;20.9;0.4;0.1;0.1;62;219;110;1.19;0.17;;
MHZ_16_08;16;17;PR-016635-052;0;0;0.1;1.5;26.9;55.2;16;0.3;0;0.1;59;232;104;1.28;0.09;;
MHZ_16_08;17;18;PR-016635-053;0;0;0;2.4;37.1;51;9.2;0.2;0;0;56;246;97;1.39;0.16;;
MHZ_16_08;18;19;PR-016635-054;0;0;0.1;4.2;45;43.1;7.3;0.1;0.1;0.1;54;259;93;1.49;0.2;;
MHZ_16_08;19;20;PR-016635-055;0;0;0;5.6;44;42.1;7.9;0.2;0.1;0.1;54;260;93;1.49;0.21;;
MHZ_16_08;20;21;PR-016635-056;0;0;0.2;5.9;44.1;41;8.3;0.3;0.1;0.1;54;261;93;1.5;0.45;;
MHZ_16_08;21;22;PR-016635-057;0;0;0.1;5.5;39.7;43.5;10.6;0.4;0.1;0.1;55;254;96;1.45;0.35;;
MHZ_16_08;22;23;PR-016635-058;0;0;0.4;6.4;29.9;43.2;18.5;1;0.3;0.2;59;243;103;1.36;0.34;;
MHZ_16_08;23;24;PR-016635-059;0;0;0.2;5.5;23.4;44.5;24.4;1.3;0.4;0.3;62;230;110;1.27;0.39;;
MHZ_16_08;24;25;PR-016635-060;0;0.1;1.3;9.8;24.5;38.1;23.6;1.7;0.4;0.3;60;245;106;1.35;0.44;;
MHZ_16_08;25;26;PR-016635-061;0.3;0.1;1.5;8.2;18.8;34.3;29;6;1.2;0.6;67;231;119;1.23;0.48;;
MHZ_16_08;26;27;PR-016635-062;0.4;0.2;0.3;4.6;9;28.5;49.1;6.7;0.8;0.4;73;199;132;1.08;0.32;;
MHZ_16_08;27;28;PR-016635-063;0;0;0.2;2.2;6.8;23.5;57.3;8.7;0.8;0.4;77;179;140;1;0.84;;
MHZ_16_08;28;29;PR-016635-064;0;0.2;2.3;8.6;15.8;30.8;34.7;6.2;0.9;0.5;67;227;121;1.22;0.81;;
MHZ_16_08;29;30;PR-016635-065;0;0;0.6;2.8;7;30;51.2;7;0.8;0.5;75;188;135;1.03;0.54;;
MHZ_16_08;30;31;PR-016635-066;0;0;0.5;2.1;4.3;31.6;53.3;7;0.7;0.4;75;182;137;1;0.44;;
MHZ_16_08;31;32;PR-016635-067;0;0;0.1;0.6;2.7;27.1;58.5;9.4;1;0.4;79;170;143;0.93;0.4;;
MHZ_16_08;32;33;PR-016635-068;0;0;0.3;2;3.8;29.5;55.3;8;0.8;0.3;77;179;139;0.97;0.68;;
MHZ_16_08;33;34;PR-016635-069;0;0;0;1;4.3;28.7;56.8;8;0.8;0.3;77;175;140;0.96;0.51;;
MHZ_16_08;34;35;PR-016635-070;0;0;0.1;1.6;4.2;28;56.1;8.7;0.9;0.4;78;176;141;0.96;0.81;;
