hole_id;depth_from;depth_to;samp_id;z_1000;z_710;z_500;z_355;z_250;z_180;z_125;z_90;z_63;z_0;afa;ags;theor_spec_surface;fineness_modulus;clay;code_geol;Comment
LBU_05_02;3;4;;34.4;3.6;4.7;5.5;10.5;14.8;12.9;8.9;2.2;2.4;52;591;;;;;
LBU_05_02;4;5;;0.8;0.3;0.7;1.2;5.6;14.7;48.7;24.2;3.4;0.3;86;173;;;;;
LBU_05_02;5;6;;0.6;0.4;2.4;2.5;4.3;12.6;45.3;28.8;2.8;0.3;87;178;;;;;
LBU_05_02;6;7;;3.5;3.3;14.6;11.6;7.7;10.3;26.9;19.9;2;0.2;67;318;;;;;
LBU_05_02;7;8;;0.8;1.2;7;11.5;9.4;8.5;25.2;33;3.2;0.3;81;234;;;;;
LBU_05_02;8;9;;0.2;0.3;3;14.8;34.1;28.4;10.1;8.6;0.4;0.1;58;276;;;;;
LBU_05_02;9;10;;0.2;0.1;2.2;16.5;40.4;28.3;6.9;4.9;0.3;0.1;54;286;;;;;
LBU_05_02;10;11;;0;0.1;1.7;13.4;32.3;34.5;12.5;5.2;0.2;0.1;57;265;;;;;
LBU_05_02;11;12;;0;0;1.5;14.5;40.3;33.3;7.9;2.4;0.1;0;53;279;;;;;
LBU_05_02;12;13;;0;0.1;2.6;16.4;36.6;32.7;9.3;2.1;0.1;0;53;284;;;;;
LBU_05_02;13;14;;0.1;0.2;2.2;8.8;19.8;17;36.8;13.4;1.5;0.1;71;222;;;;;
LBU_05_02;14;15;;0.2;0.1;1.3;5.4;16.8;15.3;39.4;18.8;2.7;0.2;78;200;;;;;
LBU_05_02;15;16;;0;0.2;2.1;6.9;20.5;18.9;29.7;18.4;3.2;0.1;75;214;;;;;
LBU_05_02;16;17;;0;0.1;1.8;6;21.1;25.2;33.1;10.4;2.2;0.1;70;219;;;;;
LBU_05_02;17;18;;0;0.1;1.3;4.8;18.3;25.1;37.4;9.5;3.2;0.1;72;208;;;;;
LBU_05_02;18;19;;0;0.1;1.5;7.3;24.1;32;27.3;5.6;1.8;0.1;65;232;;;;;
LBU_05_02;19;20;;0;0.1;1.4;12.2;36;29.7;16.3;3.3;0.9;0.1;58;263;;;;;
LBU_05_02;20;21;;0;0;1.1;10.8;39.9;41.4;4.6;1.6;0.4;0;53;272;;;;;
LBU_05_02;21;22;;0;0;0.5;4.9;27.1;56.9;7.7;2.3;0.6;0;58;243;;;;;
LBU_05_02;22;23;;0;0;0.3;7.1;33.8;51.6;5.2;1.4;0.4;0;55;255;;;;;
LBU_05_02;23;24;;0;0;0.2;9.7;41.9;38.8;8.2;0.9;0.3;0;54;266;;;;;
LBU_05_02;24;25;;0;0;0.2;10.7;42.2;38;8;0.5;0.2;0;53;269;;;;;
LBU_05_02;25;26;;0;0;0.2;9.2;40.8;40.6;8.7;0.4;0.1;0;54;265;;;;;
LBU_05_02;26;27;;0;0;0.2;8.9;40.2;41.4;8.9;0.3;0.1;0;54;264;;;;;
LBU_05_02;27;28;;0;0;0.2;6.1;39.5;44.7;8.7;0.7;0.1;0;55;257;;;;;
LBU_05_02;28;29;;0;0;0.1;5.7;32.6;47.5;13.3;0.6;0.1;0.1;57;247;;;;;
LBU_05_02;29;30;;0;0;0.2;7.3;35.9;44.4;11.7;0.4;0;0;55;255;;;;;
LBU_05_02;30;31;;0.1;0;0.1;1.6;25.7;59.8;11.7;1;0;0;59;234;;;;;
LBU_05_02;31;32;;0;0;0;1;29.7;62.2;6.3;0.6;0;0;57;238;;;;;
LBU_05_02;32;33;;0;0;0;1;30;61.3;6.8;0.8;0.1;0;57;238;;;;;
LBU_05_02;33;34;;0;0;0;0.9;29.6;61.4;7.3;0.7;0.1;0;57;237;;;;;
LBU_05_02;34;35;;0;0;0;1;30.6;61.9;5.8;0.6;0;0;57;239;;;;;
LBU_05_02;35;36;;0;0;0;1;29.8;61.8;6.6;0.7;0.1;0;57;238;;;;;
LBU_05_02;36;37;;0;0;0.1;1.1;29.2;61.5;7.3;0.7;0.1;0;57;238;;;;;
LBU_05_02;37;38;;0.2;0;0;1.2;31.2;59.3;7.1;0.8;0.1;0;57;241;;;;;
LBU_05_02;38;39;;0;0;0;0.9;32.9;60.3;5.3;0.5;0.1;0;56;242;;;;;
LBU_05_02;39;40;;0.3;0.1;0.2;2.1;34.6;56.5;5.2;0.8;0.1;0.1;56;250;;;;;
LBU_05_02;40;41;;0;0.1;0.4;9.9;43.4;37.1;8.4;0.5;0.1;0;53;270;;;;;
LBU_05_02;41;42;;0.1;0.1;0.4;8.1;25.7;36.1;26.6;2.8;0.1;0;61;238;;;;;
LBU_05_02;42;43;;0.1;0.1;0.3;3.5;14.9;45.5;32;3.4;0.2;0.1;66;214;;;;;
LBU_05_02;43;44;;0.1;0;0.3;2.7;12;42.3;39.4;2.9;0.2;0.1;68;205;;;;;
LBU_05_02;44;45;;0.1;0;0.2;1.5;7.7;43;43.6;3.6;0.2;0.1;70;195;;;;;
LBU_05_02;45;46;;0;0.1;0.6;2.4;8;31.1;51.7;5.9;0.1;0;72;191;;;;;
LBU_05_02;46;47;;0;0.1;0.5;2.1;8.8;35.4;47.5;5.3;0.2;0;71;194;;;;;
LBU_05_02;47;48;;0.1;0;0.4;1.4;7.2;45.1;40.4;5;0.3;0;70;196;;;;;
LBU_05_02;48;49;;0;0;0.2;0.9;6.3;47.3;40.6;4.5;0.2;0.1;70;193;;;;;
LBU_05_02;49;50;;0;0;0.1;0.6;5.5;45.2;43.3;5.1;0.2;0;71;189;;;;;
LBU_05_03;4;5;;6.9;0.5;1.1;3.2;5.5;7.1;34.1;36.4;4.6;0.6;89;234;;;;;
LBU_05_03;5;6;;7;0.6;3.2;18;34.5;17.6;12.5;5.7;0.7;0.1;52;353;;;;;
LBU_05_03;6;7;;0.6;0.1;1.5;14.3;38.1;24.6;16.6;3.8;0.4;0;56;276;;;;;
LBU_05_03;7;8;;0.3;0;1.5;17.1;42;31.3;5.9;1.7;0;0.2;51;291;;;;;
LBU_05_03;8;9;;0;0;2;13.2;35.3;29.8;18.4;1.1;0.1;0;55;269;;;;;
LBU_05_03;9;10;;0.5;0.2;2.3;14.4;30.8;28.4;19.4;3.9;0.1;0.1;57;271;;;;;
LBU_05_03;10;11;;0.5;0.1;1;7.6;21.5;25;28.4;14.5;1.5;0;70;224;;;;;
LBU_05_03;11;12;;0.1;0.2;1.1;5.1;20.2;29;20.1;22;2.2;0;74;211;;;;;
LBU_05_03;12;13;;0.1;0.1;1.5;6.2;22.3;30.8;18.8;17.5;2.6;0.1;72;221;;;;;
LBU_05_03;13;14;;0;0.2;1.7;6.9;24.7;28.1;22.4;12.9;3.1;0.1;70;227;;;;;
LBU_05_03;14;15;;0;0.2;2.1;5.7;22.7;25.4;30.6;10.3;2.9;0.1;70;222;;;;;
LBU_05_03;15;16;;0;0.1;1.6;7.5;28.1;28.9;27.3;5.2;1.1;0;63;238;;;;;
LBU_05_03;16;17;;0.1;0;1.1;7.1;31.6;49;8;2.7;0.4;0;57;255;;;;;
LBU_05_03;17;18;;0;0.1;0.7;7.7;33.7;46.6;10.1;1;0.2;0;56;257;;;;;
LBU_05_03;18;19;;0;0;0.9;8.9;36.9;40.1;12.1;0.8;0.1;0;55;261;;;;;
LBU_05_03;19;20;;0.1;0;0.8;8.7;42.4;44.2;3;0.6;0.1;0;52;272;;;;;
LBU_05_03;20;21;;0;0.2;1.2;10;37.5;42.4;8.2;0.5;0.1;0;54;269;;;;;
LBU_05_03;21;22;;0;0.1;0.8;11.6;38.4;36.9;11.9;0.3;0;0;54;269;;;;;
LBU_05_03;22;23;;0;0;0.8;15;41.6;39.5;2.7;0.3;0.1;0;51;284;;;;;
LBU_05_03;23;24;;0;0;0.6;13.5;38.8;38.7;8.2;0.2;0;0;52;275;;;;;
LBU_05_03;24;25;;0.1;0;0.9;13;35.7;35.8;14.2;0.2;0.1;0;54;269;;;;;
LBU_05_03;25;26;;0;0;0.9;13.6;36.3;45.4;3.4;0.2;0;0;52;276;;;;;
LBU_05_03;26;27;;0;0;0.5;10.1;35;42.8;11.1;0.3;0.1;0;55;261;;;;;
LBU_05_03;27;28;;0.1;0;0.5;7.4;35.3;40;16.3;0.3;0;0;56;254;;;;;
LBU_05_03;28;29;;0;0;0.4;4.8;30.4;57.7;6.1;0.5;0;0;56;249;;;;;
LBU_05_03;29;30;;0;0;0.2;2.6;33.8;50.2;12.9;0.2;0;0;57;242;;;;;
LBU_05_03;30;31;;0;0;0.1;4.1;45.1;48.5;1.9;0.1;0;0;53;262;;;;;
LBU_05_03;31;32;;0;0;0.1;4.1;45.6;43.1;6.8;0.1;0;0;53;259;;;;;
LBU_05_03;32;33;;0;0;0.1;5.5;55.4;32.4;6.4;0.1;0;0;52;271;;;;;
LBU_05_03;33;34;;0;0;0.2;29.4;59.3;11;0.1;0;0;0;44;330;;;;;
LBU_05_03;34;35;;0;0;0.3;4.8;52.2;36.2;6.1;0.3;0.1;0;52;268;;;;;
LBU_05_03;35;36;;0.1;0;0.3;4.3;47.2;36.5;11;0.4;0.1;0;54;260;;;;;
LBU_05_03;36;37;;0;0;0.3;9;48;38.9;3.4;0.4;0;0;51;275;;;;;
LBU_05_03;37;38;;0;0;0.2;11;47.3;33.5;7.7;0.3;0.1;0;52;275;;;;;
LBU_05_03;38;39;;0;0;0.4;12;50.9;33.7;2.7;0.3;0;0;50;285;;;;;
LBU_05_03;39;40;;0.1;0.3;1.2;17.6;49.8;25.7;5.1;0.2;0.1;0;49;300;;;;;
LBU_05_03;40;41;;0.2;0.1;0.9;16.4;46.6;31.5;3.6;0.6;0;0.1;50;294;;;;;
LBU_05_03;41;42;;0;0.1;0.3;7.4;25.2;29;33.5;4.2;0;0.1;64;228;;;;;
LBU_05_03;42;43;;0.1;0.1;0.4;5.4;18.6;47;24.6;3.7;0.1;0;63;226;;;;;
LBU_05_03;43;44;;0;0;0.4;4;15.5;28.2;48.3;3.5;0;0;69;204;;;;;
LBU_05_03;44;45;;0.2;0.1;0.4;2.8;9.8;46.5;35.1;5;0.1;0;68;206;;;;;
LBU_05_03;45;46;;0.1;0.1;0.6;2.6;9.2;58.1;24.2;5;0.1;0;66;212;;;;;
LBU_05_03;46;47;;0;0;0.5;1.7;7.7;34;50.3;5.6;0.2;0;72;190;;;;;
LBU_05_03;47;48;;0;0;0.2;0.8;5.5;65.4;21.5;6.4;0.1;0;67;202;;;;;
LBU_05_03;48;49;;0;0.1;0.1;0.8;5.7;56;31.4;5.8;0;0.1;69;197;;;;;
LBU_05_03;49;50;;0;0;0.2;0.6;5.4;45.5;43.2;4.8;0.2;0;71;189;;;;;
LBU_05_04;4;5;;20.9;4.1;14.8;24.5;23;9.3;2.1;1;0.1;0.2;34;574;;;;;
LBU_05_04;5;6;;5.4;0.9;4.5;28.2;43.1;12;4.3;1.5;0.1;0.1;44;385;;;;;
LBU_05_04;6;7;;1;0.3;6.3;32.8;44;10.2;4.4;0.8;0.1;0;44;355;;;;;
LBU_05_04;7;8;;0.3;0.1;5.9;39.7;43.4;8.7;1.2;0.7;0.1;0;42;362;;;;;
LBU_05_04;8;9;;0.1;0.8;11.4;42.3;37.7;5.6;1.6;0.5;0;0;40;387;;;;;
LBU_05_04;9;10;;3.5;1;13.7;42.6;32.6;4.7;1.2;0.5;0;0;38;426;;;;;
LBU_05_04;10;11;;5.4;2.1;19.9;33.8;26;4.7;5.1;2.4;0.4;0.1;40;447;;;;;
LBU_05_04;11;12;;3.9;0.5;4.6;11.4;19;16.6;16.5;23.6;3.8;0.2;72;274;;;;;
LBU_05_04;12;13;;1;0.4;3.1;11.4;22.6;17.7;16.4;22.1;5;0.2;74;242;;;;;
LBU_05_04;13;14;;0.1;0.3;2.9;7.4;22.2;21.6;22.8;16.9;5.4;0.2;74;224;;;;;
LBU_05_04;14;15;;0.1;0.3;2.5;6.9;24.6;26.6;27.9;8.4;2.4;0.1;67;233;;;;;
LBU_05_04;15;16;;0.1;0.1;1.4;9.3;34.7;40.4;8.7;4.1;1.2;0.1;58;261;;;;;
LBU_05_04;16;17;;0;0.1;1;10.6;35.7;35.9;11.6;4;0.9;0.1;57;260;;;;;
LBU_05_04;17;18;;0;0;1.2;16.7;40.9;29.6;8.7;2;0.6;0.1;53;282;;;;;
LBU_05_04;18;19;;0;0;1.5;14.5;39.9;39.4;2.7;1.6;0.3;0;52;282;;;;;
LBU_05_04;19;20;;0;0;0.8;11.2;35.2;44.3;7.6;0.7;0.1;0;54;267;;;;;
LBU_05_04;20;21;;0;0;1.1;9.3;34;43.9;11.1;0.4;0.1;0;55;261;;;;;
LBU_05_04;21;22;;0;0.1;1;9.7;41;45.7;2.1;0.3;0.1;0;52;274;;;;;
LBU_05_04;22;23;;0;0;0.5;12.4;43.8;36.9;6.2;0.1;0;0;51;277;;;;;
LBU_05_04;23;24;;0;0;0.5;11.9;38.8;45.9;2.7;0.2;0;0;52;274;;;;;
LBU_05_04;24;25;;0.1;0;0.6;14.8;40.5;36.2;7.6;0.1;0;0;52;280;;;;;
LBU_05_04;25;26;;0;0;0.8;13;34.4;36.2;15.4;0.2;0;0;55;266;;;;;
LBU_05_04;26;27;;0.2;0;0.9;11.2;36.3;47.2;3.5;0.5;0.1;0;52;273;;;;;
LBU_05_04;27;28;;0.1;0.1;2.4;18.6;29.5;35.6;13.3;0.4;0;0;53;282;;;;;
LBU_05_04;28;29;;0.1;0;1.2;7.3;23.7;40;26.9;0.7;0;0;60;239;;;;;
LBU_05_04;29;30;;0.1;0;1.1;9.1;30.8;38.6;19.6;0.6;0.1;0;57;253;;;;;
LBU_05_04;30;31;;0;0.1;0.8;9.7;32.5;49.6;5.7;1;0.3;0.1;55;262;;;;;
LBU_05_04;31;32;;0.3;0.1;0.5;6.7;38.2;43.9;9.4;0.6;0.2;0.1;55;261;;;;;
LBU_05_04;32;33;;0;0;0.6;6.2;40.5;48.1;3.3;0.9;0.3;0.2;54;262;;;;;
LBU_05_04;33;34;;0;0;0.3;5.8;43;42.8;6.9;0.6;0.4;0.2;55;260;;;;;
LBU_05_04;34;35;;0;0;0.3;5.2;46.5;39.3;7.7;0.5;0.3;0.2;54;262;;;;;
LBU_05_04;35;36;;0;0;0.3;6.8;51.5;39.9;1.3;0.2;0;0;51;275;;;;;
LBU_05_04;36;37;;0;0;0.1;5.3;49.9;38.9;5.3;0.3;0;0;52;266;;;;;
LBU_05_04;37;38;;0;0;0.1;5.5;46.9;36.9;10.1;0.3;0;0;54;261;;;;;
LBU_05_04;38;39;;0;0;0.2;7.1;50.2;39.8;2.3;0.4;0;0;51;273;;;;;
LBU_05_04;39;40;;0.1;0;0.1;4.6;45.1;39.9;9.6;0.6;0.1;0;55;259;;;;;
LBU_05_04;40;41;;0;0;0.4;8.4;46.7;40.9;3.1;0.5;0;0;52;273;;;;;
LBU_05_04;41;42;;0.1;0;0.3;4.7;29.3;33.9;25.8;5.6;0.1;0;63;230;;;;;
LBU_05_04;42;43;;0.1;0.1;0.4;3.6;21;25.7;42.9;6;0.2;0;68;211;;;;;
LBU_05_04;43;44;;0.1;0;0.2;1.9;12.3;50;29.8;5.5;0.1;0;67;207;;;;;
LBU_05_04;44;45;;0;0;0.1;0.7;5.1;39.4;47.7;6.7;0.3;0.1;74;184;;;;;
LBU_05_04;45;46;;0.1;0;0.4;0.8;4.8;25.9;62.8;5.1;0.1;0;75;179;;;;;
LBU_05_04;46;47;;0;0;0.4;0.7;3.6;62.8;26.8;5.6;0.1;0;68;198;;;;;
LBU_05_04;47;48;;0.1;0.1;0.6;1;2.9;41.8;47.9;5.5;0.1;0;72;188;;;;;
LBU_05_04;48;49;;0.1;0.1;0.6;0.9;3.7;38.1;51.8;4.4;0.1;0;72;186;;;;;
LBU_05_04;49;50;;0.1;0;0.5;0.8;3.6;65.1;24.2;5.5;0.1;0.1;68;201;;;;;
LBU_05_05;8;9;;23.1;2;16;36.3;19.4;2.9;0.4;0;0;0;30;612;;;;;
LBU_05_05;9;10;;5.6;0.8;4.3;13.5;23.6;23.4;25.7;2.8;0.2;0;56;322;;;;;
LBU_05_05;10;11;;2.2;0.4;2.7;9.7;17.8;35;21.2;9.9;0.9;0.2;64;260;;;;;
LBU_05_05;11;12;;0.3;0.2;1.1;5.5;16.5;18.9;31.4;23.3;2.8;0.1;79;201;;;;;
LBU_05_05;12;13;;0.1;0;1.5;7.1;23.5;22.1;27.9;15.8;1.8;0.1;71;220;;;;;
LBU_05_05;13;14;;0.1;0.1;1;4.8;20.6;34.5;17.3;19;2.5;0;72;214;;;;;
LBU_05_05;14;15;;0.1;0.2;1.7;6.6;23.8;34.7;21.3;9.7;1.8;0.1;66;232;;;;;
LBU_05_05;15;16;;0;0.3;1.7;7;25.5;31.6;19.9;10.8;2.9;0.1;67;232;;;;;
LBU_05_05;16;17;;0;0.1;1.2;9.9;41.5;38.4;5.2;3;0.6;0;54;270;;;;;
LBU_05_05;17;18;;0;0;1.2;13.2;43.6;31.6;7.7;2.2;0.4;0;53;278;;;;;
LBU_05_05;18;19;;0;0;1.2;16.7;45.3;33;2.1;1.3;0.2;0;50;291;;;;;
LBU_05_05;19;20;;0;0;1;18.7;41.3;34;3.9;0.8;0.2;0;50;291;;;;;
LBU_05_05;20;21;;0;0;1;12.9;40.9;38;6.4;0.6;0.2;0;52;277;;;;;
LBU_05_05;21;22;;0;0;0.9;10.5;39.3;47.4;1.4;0.4;0.1;0;52;274;;;;;
LBU_05_05;22;23;;0;0.1;1;11.5;37.9;43.7;5.4;0.3;0.1;0;52;273;;;;;
LBU_05_05;23;24;;0;0;0.9;9.2;42.6;39.3;7.4;0.4;0.2;0;53;270;;;;;
LBU_05_05;24;25;;0;0;0.4;10.4;52;36;0.9;0.2;0;0;50;283;;;;;
LBU_05_05;25;26;;0;0;0.2;10;52.2;36.5;0.8;0.1;0.1;0;50;282;;;;;
LBU_05_05;26;27;;0;0;0.3;7.7;43.1;39.4;9;0.3;0.1;0;54;264;;;;;
LBU_05_05;27;28;;0;0;0.5;11.2;41.9;39;6.8;0.3;0.1;0;52;272;;;;;
LBU_05_05;28;29;;0.3;0;1.3;12.5;32.2;46.8;5.8;0.9;0.2;0.1;54;273;;;;;
LBU_05_05;29;30;;0.1;0.1;1.1;13;39;34.9;11.5;0.3;0;0;53;275;;;;;
LBU_05_05;30;31;;0.1;0.1;0.7;11.1;42.7;38.1;6.5;0.4;0.1;0;52;275;;;;;
LBU_05_05;31;32;;0;0;0.7;10.1;45;42;1.8;0.2;0;0;51;277;;;;;
LBU_05_05;32;33;;0.1;0.1;0.7;11.9;48.6;34;4.5;0.2;0;0;51;284;;;;;
LBU_05_05;33;34;;0;0;0.7;7.8;42.6;45.1;3.3;0.5;0;0;52;269;;;;;
LBU_05_05;34;35;;0.1;0;0.6;5.4;42.1;44.3;7;0.4;0.1;0;54;262;;;;;
LBU_05_05;35;36;;0;0;0.4;3.6;42.2;52.5;1;0.2;0;0;53;260;;;;;
LBU_05_05;36;37;;0.1;0.1;0.3;2.5;34.2;57.4;5.2;0.3;0;0;55;250;;;;;
LBU_05_05;37;38;;0.1;0;0.2;3.5;39.5;51.7;4.7;0.2;0;0;54;255;;;;;
LBU_05_05;38;39;;0;0;0.5;4.9;42;51.1;1.2;0.3;0;0;53;263;;;;;
LBU_05_05;39;40;;0;0.1;0.4;5.7;46.6;41;6;0.2;0.1;0;53;266;;;;;
LBU_05_05;40;41;;0.1;0;0.4;8.2;42.9;40.9;7;0.4;0;0;53;267;;;;;
LBU_05_05;41;42;;0;0;0.5;8.5;41.3;46.2;3.1;0.4;0.1;0;53;269;;;;;
LBU_05_05;42;43;;0;0;2.1;18.5;48.4;24.6;6.2;0.2;0;0;49;301;;;;;
LBU_05_05;43;44;;0.4;0.1;1.3;17.8;41.6;26;10.4;2.1;0.1;0.1;52;289;;;;;
LBU_05_05;44;45;;0;0.1;1.6;14.8;34.5;36.6;10.2;2;0.1;0;54;275;;;;;
LBU_05_05;45;46;;0.4;0.1;1.7;16.2;36.8;34.6;8;2;0.1;0.1;53;285;;;;;
LBU_05_05;46;47;;0.2;0.1;1.5;10.4;24.4;26.5;34.1;2.7;0.1;0;62;243;;;;;
LBU_05_05;47;48;;0;0.1;0.5;3.5;10.2;33.9;46.4;5.3;0;0.1;70;199;;;;;
LBU_05_05;48;49;;0.1;0.1;0.7;1.8;5.2;60.2;27.7;4.1;0.1;0;67;206;;;;;
LBU_05_05;49;50;;0.2;0;0.5;1.3;5.1;31.4;56.9;4.4;0.1;0;73;185;;;;;
LBU_05_06;2;3;;1.7;0.2;0.5;2.2;11.6;18;27.8;28.3;8.2;1.3;90;188;;;;;
LBU_05_06;3;4;;1.4;0.2;1;2.6;8.5;12.6;48.4;20.7;3.8;0.6;84;188;;;;;
LBU_05_06;4;5;;1;0.1;1.1;2.1;4.1;19.5;45.7;22.1;3.7;0.5;85;179;;;;;
LBU_05_06;5;6;;0.5;0.2;0.7;1.9;5.4;12;48.4;25.4;5.1;0.5;89;167;;;;;
LBU_05_06;6;7;;1.5;0.2;1.3;10.7;24;24.3;22.6;14.5;0.8;0.1;67;249;;;;;
LBU_05_06;7;8;;0.1;0.1;0.9;13.6;34;21.8;16.9;11.6;0.9;0.1;63;254;;;;;
LBU_05_06;8;9;;0.3;0;0.6;7.6;26.8;27.6;25.2;10.2;1.4;0.1;66;231;;;;;
LBU_05_06;9;10;;0;0.1;1.1;9;28.8;43.7;13.6;3.5;0.2;0;58;252;;;;;
LBU_05_06;10;11;;0;0.1;1.4;9.7;25.8;33.1;24.8;4.8;0.2;0;61;243;;;;;
LBU_05_06;11;12;;0;0.1;1.9;7.9;20.6;39.2;22.3;7.4;0.5;0;64;235;;;;;
LBU_05_06;12;13;;0;0.1;1.3;6.5;18;21.4;29.5;20.7;2.4;0;76;206;;;;;
LBU_05_06;13;14;;0.1;0.2;2.1;7;19.6;18.8;30.6;18.6;2.9;0.1;75;214;;;;;
LBU_05_06;14;15;;0;0.1;1.7;5;16.9;34.3;21.5;17.7;2.6;0.1;73;211;;;;;
LBU_05_06;15;16;;0.1;0.1;1.3;4.2;15.8;21.2;33.7;18.7;4.7;0.2;79;196;;;;;
LBU_05_06;16;17;;0;0.1;1.1;6.5;28.7;37.9;14.5;9.6;1.6;0;64;237;;;;;
LBU_05_06;17;18;;0;0;0.2;3.9;27.5;37.7;15.9;10;4.4;0.1;69;221;;;;;
LBU_05_06;18;19;;0.1;0;0.6;5.3;31.6;45.1;15.3;1.7;0.3;0;58;245;;;;;
LBU_05_06;19;20;;0;0;0.4;7;36.1;44;11;1.2;0.2;0;56;254;;;;;
LBU_05_06;20;21;;0.2;0;0.3;6.2;40.1;41.5;10.9;0.7;0.1;0;55;259;;;;;
LBU_05_06;21;22;;0;0;0.3;8.1;40.1;47.7;3;0.6;0.1;0;53;266;;;;;
LBU_05_06;22;23;;0.1;0;0.3;8;41.4;39;10.8;0.3;0;0;54;263;;;;;
LBU_05_06;23;24;;0;0;0.2;6;36.3;43.7;13.4;0.3;0;0;56;251;;;;;
LBU_05_06;24;25;;0;0;0.1;4.2;30.4;52.9;11.9;0.5;0.1;0;57;243;;;;;
LBU_05_06;25;26;;0;0;0.1;3;27.6;64.1;4.7;0.4;0.1;0;56;242;;;;;
LBU_05_06;26;27;;0;0;0;1.5;22.2;54.4;21.5;0.3;0.1;0;61;224;;;;;
LBU_05_06;27;28;;0;0;0;1.2;20;63.9;14.2;0.4;0.1;0;60;225;;;;;
LBU_05_06;28;29;;0;0;0;1.2;23.1;70.3;4.9;0.4;0;0;57;234;;;;;
LBU_05_06;29;30;;0;0;0;2;34.5;60.8;2.4;0.2;0.1;0;55;248;;;;;
LBU_05_06;30;31;;0;0;0;3.4;36.6;47.5;12;0.2;0.1;0;56;246;;;;;
LBU_05_06;31;32;;0;0;0.1;4.9;41.1;43.7;9.7;0.2;0.1;0;55;255;;;;;
LBU_05_06;32;33;;0;0;0.1;6.5;40.6;42.6;9.7;0.3;0.1;0;55;258;;;;;
LBU_05_06;33;34;;0;0.1;1.2;6.8;23.8;49.4;16.7;1.9;0;0;59;243;;;;;
LBU_05_06;34;35;;0;0;0.3;11.6;42.9;42.6;2;0.4;0.1;0.1;52;276;;;;;
LBU_05_06;35;36;;0;0.1;0.6;10.9;40.4;38;9;0.8;0.2;0;54;270;;;;;
LBU_05_06;36;37;;0;0.1;0.7;10.7;40.9;36.6;10.2;0.7;0.1;0;54;270;;;;;
LBU_05_06;37;38;;0.1;0;1.5;8.7;30.1;45.7;11.7;1.9;0.2;0.1;57;257;;;;;
LBU_05_06;38;39;;0;0;0.2;10.3;45.1;42.2;1.8;0.3;0.1;0;51;275;;;;;
LBU_05_06;39;40;;0;0;0.3;1.6;9.8;36.3;49;2.8;0.1;0;70;194;;;;;
LBU_05_06;40;41;;0;0;0.2;1.7;9.2;51.6;32.4;4.5;0.3;0.1;68;202;;;;;
LBU_05_06;41;42;;0;0;0.4;1.5;7.5;65.6;21.2;3.5;0.1;0;65;209;;;;;
LBU_05_06;42;43;;0;0;0.4;1.4;5.8;59.9;24.6;7.5;0.3;0.1;69;201;;;;;
LBU_05_06;43;44;;0.1;0;0.4;1.4;5.7;32.1;53.2;6.6;0.3;0.1;74;184;;;;;
LBU_05_06;44;45;;0;0;0.1;0.8;5.1;48.3;36.7;8.3;0.5;0.1;72;189;;;;;
LBU_05_06;45;46;;0.1;0;0.1;0.5;4.9;50.3;36.2;7.4;0.4;0.1;72;190;;;;;
LBU_05_06;46;47;;0.1;0;0.1;0.3;4.1;67.6;21.3;6.2;0.1;0;67;200;;;;;
LBU_05_06;47;48;;0;0;0.1;0.5;4.3;40.9;48.6;5.3;0.1;0;72;184;;;;;
LBU_05_06;48;49;;0.1;0;0.2;1.1;5.4;49.8;36.3;6.8;0.2;0;71;193;;;;;
LBU_05_06;49;50;;0;0;0.2;0.9;5.5;41.4;46.5;5.1;0.2;0;72;187;;;;;
LBU_05_07;4;5;;10.8;0.6;2.5;14.6;36.6;19.3;11.3;3.9;0.2;0;49;386;;;;;
LBU_05_07;5;6;;2.2;0.1;1;9.2;34.8;35.7;10.3;6.2;0.3;0.1;57;277;;;;;
LBU_05_07;6;7;;0.3;0.1;1;13.7;41.1;29.6;12.2;1.8;0.1;0;54;278;;;;;
LBU_05_07;7;8;;0;0;1;10.8;30.6;27.4;27.3;2.8;0.1;0;60;248;;;;;
LBU_05_07;8;9;;0.5;0.2;4.2;19;35.1;31;8.5;1.3;0;0;51;301;;;;;
LBU_05_07;9;10;;1;0.4;4.2;18.3;36.8;23.3;12.9;2.9;0.1;0;52;303;;;;;
LBU_05_07;10;11;;0.2;0.2;3.2;10.5;25.8;32;17.7;9.6;0.8;0;62;253;;;;;
LBU_05_07;11;12;;0;0;2;7.9;20.6;24.5;26.1;16.4;2.2;0.1;72;220;;;;;
LBU_05_07;12;13;;0;0.1;1.8;5.8;18.8;23.9;32.2;15.3;2.1;0;73;212;;;;;
LBU_05_07;13;14;;0;0.1;1.3;5.9;22.6;38.5;16.4;12.5;2.5;0.1;68;225;;;;;
LBU_05_07;14;15;;0.1;0;0.9;5.4;28;37.9;24;3.3;0.3;0;61;236;;;;;
LBU_05_07;15;16;;0;0;0.2;2.8;30.5;49.6;13.3;2.9;0.5;0;60;236;;;;;
LBU_05_07;16;17;;0;0;0.5;3;23;40.8;29.5;3;0.1;0;64;221;;;;;
LBU_05_07;17;18;;0;0;0.2;4.9;42;49.1;2.7;0.9;0.1;0;54;260;;;;;
LBU_05_07;18;19;;0;0;0.2;5.1;38.2;45;10.9;0.4;0.1;0;55;252;;;;;
LBU_05_07;19;20;;0;0;0;1.5;23.3;61.9;12.6;0.6;0.1;0;59;230;;;;;
